"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"HIG","HARTFORD INSURANCE GROUP INC","416515104","2476193",0.00051356387006362,"-",3328490,"USD"
"KVUE","KENVUE INC","49177J102","BQ84ZQ6",0.000511278258825751,"-",23739512,"USD"
"BIIB","BIOGEN INC","09062X103","2455965",0.000506986499732808,"-",1828125,"USD"
"PEG","PUBLIC SERVICE ENTERPRISE GP","744573106","2707677",0.000505469412797629,"-",6161207,"USD"
"PAYX","PAYCHEX INC","704326107","2674458",0.000500988017837789,"-",3933663,"USD"
"ODFL","OLD DOMINION FREIGHT LINE","679580100","2656423",0.000498482828227722,"-",2301226,"USD"
"EME","EMCOR GROUP INC","29084Q100","2474164",0.000498073613988628,"-",543545,"USD"
"WEC","WEC ENERGY GROUP INC","92939U106","BYY8XK8",0.000496586469558748,"-",4027115,"USD"
"DXCM","DEXCOM INC","252131107","B0796X4",0.000495628309389161,"-",4635060,"USD"
"KR","KROGER CO","501044101","2497406",0.000492823694726098,"-",7014797,"USD"
"KMB","KIMBERLY CLARK CORP","494368103","2491839",0.000488711590664953,"-",4104008,"USD"
"JBL","JABIL INC","466313103","2471789",0.000486346132746285,"-",1292362,"USD"
"ACGL","ARCH CAPITAL GROUP LTD","G0450A105","2740542",0.000484080483178615,"-",4173567,"USD"
"RMD","RESMED INC","761152107","2732903",0.000481854756951345,"-",1778394,"USD"
"EQT","EQT CORP","26884L109","2319414",0.000481295830185753,"-",7733508,"USD"
"NTRS","NORTHERN TRUST CORP","665859104","2648668",0.000478451292182291,"-",2256099,"USD"
"VMC","VULCAN MATERIALS CO","929160109","2931205",0.000477872403746498,"-",1604214,"USD"
"MTB","M + T BANK CORP","55261F104","2340168",0.000474638613174142,"-",1773456,"USD"
"STLD","STEEL DYNAMICS INC","858119100","2849472",0.000474409053966845,"-",1661292,"USD"
"HBAN","HUNTINGTON BANCSHARES INC","446150104","2445966",0.000469787927315607,"-",25060895,"USD"
"CNC","CENTENE CORP","15135B101","2807061",0.000460904984076726,"-",6091316,"USD"
"MTD","METTLER TOLEDO INTERNATIONAL","592688105","2126249",0.000452201695869642,"-",248605,"USD"
"CCI","CROWN CASTLE INC","22822V101","BTGQCX1",0.000449057732813184,"-",5246046,"USD"
"GEHC","GE HEALTHCARE TECHNOLOGY","36266G107","BL6JPG8",0.00044862855690389,"-",5569334,"USD"
"EXPE","EXPEDIA GROUP INC","30212P303","B748CK2",0.000446891891596513,"-",1415412,"USD"
"ZTS","ZOETIS INC","98978V103","B95WG16",0.000444726050379842,"-",5095300,"USD"
"MLM","MARTIN MARIETTA MATERIALS","573284106","2572079",0.000443947545242053,"-",742654,"USD"
"HPQ","HP INC","40434L105","BYX4D52",0.000443538331002958,"-",11315278,"USD"
"TDY","TELEDYNE TECHNOLOGIES INC","879360105","2503477",0.000433747131769989,"-",572999,"USD"
"ON","ON SEMICONDUCTOR","682189105","2583576",0.000433547515067992,"-",4800289,"USD"
"EXR","EXTRA SPACE STORAGE INC","30225T102","B02HWR9",0.000426071869578192,"-",2611835,"USD"
"CBOE","CBOE GLOBAL MARKETS INC","12503M108","B5834C5",0.000424694514334411,"-",1295921,"USD"
"WTW","WILLIS TOWERS WATSON PLC","G96629103","BDB6Q21",0.000417398523876409,"-",1145355,"USD"
"CCL","CARNIVAL CORP LTD","G2004J103","BVV7RC7",0.00041731867719561,"-",15705810,"USD"
"AEE","AMEREN CORPORATION","023608102","2050832",0.000415861475271029,"-",3420842,"USD"
"HAL","HALLIBURTON CO","406216101","2405302",0.000415402356856435,"-",10324634,"USD"
"RJF","RAYMOND JAMES FINANCIAL INC","754730109","2718992",0.000413655710713959,"-",2144883,"USD"
"PCG","P G + E CORP","69331C108","2689560",0.000411859160395983,"-",27228567,"USD"
"CFG","CITIZENS FINANCIAL GROUP","174610105","BQRX1X3",0.000411659543693985,"-",5227356,"USD"
"ARES","ARES MANAGEMENT CORP   A","03990B101","BF14BT1",0.000408834967360723,"-",2761137,"USD"
"WSM","WILLIAMS SONOMA INC","969904101","2967589",0.000404223821544585,"-",1455674,"USD"
"LYV","LIVE NATION ENTERTAINMENT IN","538034109","B0T7YX2",0.000403185814694199,"-",1956983,"USD"
"DG","DOLLAR GENERAL CORP","256677105","B5B1S13",0.000400670644249033,"-",2725752,"USD"
"CTSH","COGNIZANT TECH SOLUTIONS A","192446102","2257019",0.000400331295855637,"-",5553796,"USD"
"WST","WEST PHARMACEUTICAL SERVICES","955306105","2950482",0.000400211525834439,"-",873572,"USD"
"AWK","AMERICAN WATER WORKS CO INC","030420103","B2R3PV1",0.000397416892006476,"-",2450480,"USD"
"ATO","ATMOS ENERGY CORP","049560105","2315359",0.000396857965240884,"-",2083945,"USD"
"IR","INGERSOLL RAND INC","45687V106","BL5GZ82",0.000393584251328127,"-",4236612,"USD"
"Q","QNITY ELECTRONICS INC","74743L100","BW1P234",0.000392526282807542,"-",2586711,"USD"
"VICI","VICI PROPERTIES INC","925652109","BYWH073",0.000392176953579046,"-",13576309,"USD"
"OTIS","OTIS WORLDWIDE CORP","68902V107","BK531S8",0.000390859483345864,"-",4693759,"USD"
"CPAY","CORPAY INC","219948106","BMX5GK7",0.000389322434740485,"-",808329,"USD"
"DGX","QUEST DIAGNOSTICS INC","74834L100","2702791",0.000388673680458993,"-",1368595,"USD"
"FFIV","F5 INC","315616102","2427599",0.000387326267720511,"-",696895,"USD"
"DTE","DTE ENERGY COMPANY","233331107","2280220",0.000385290177360139,"-",2572321,"USD"
"DOV","DOVER CORP","260003108","2278407",0.000383932783786557,"-",1666372,"USD"
"XYL","XYLEM INC","98419M100","B3P2CN8",0.000381227977474493,"-",2878988,"USD"
"CINF","CINCINNATI FINANCIAL CORP","172062101","2196888",0.000375019898042376,"-",1892638,"USD"
"EXPD","EXPEDITORS INTL WASH INC","302130109","2325507",0.000370508560577237,"-",1616665,"USD"
"HUBB","HUBBELL INC","443510607","BDFG6S3",0.00036951047706725,"-",653788,"USD"
"FISV","FISERV INC","337738108","2342034",0.000369201071179154,"-",6592129,"USD"
"LH","LABCORP HOLDINGS INC","504922105","BSBK800",0.00036874195276456,"-",995230,"USD"
"HSY","HERSHEY CO/THE","427866108","2422806",0.000368562297732763,"-",1795089,"USD"
"SW","SMURFIT WESTROCK PLC","G8267P108","BRK49M5",0.000367683984243974,"-",6488755,"USD"
"ES","EVERSOURCE ENERGY","30040W108","BVVN4Q8",0.000367384559190979,"-",4643626,"USD"
"EL","ESTEE LAUDER COMPANIES CL A","518439104","2320524",0.000367174961653881,"-",3048159,"USD"
"CNP","CENTERPOINT ENERGY INC","15189T107","2440637",0.000366286667329993,"-",8087195,"USD"
"PPL","PPL CORP","69351T106","2680905",0.000365647893883602,"-",9302077,"USD"
"DRI","DARDEN RESTAURANTS INC","237194105","2289874",0.000364709695384214,"-",1400253,"USD"
"CPRT","COPART INC","217204106","2208073",0.000363621784358329,"-",10335341,"USD"
"PPG","PPG INDUSTRIES INC","693506107","2698470",0.000359998741217077,"-",2755212,"USD"
"VRSN","VERISIGN INC","92343E102","2142922",0.000358202190899101,"-",1002072,"USD"
"RF","REGIONS FINANCIAL CORP","7591EP100","B01R311",0.000352223670674282,"-",10550587,"USD"
"SMCI","SUPER MICRO COMPUTER INC","86800U302","BRC3N73",0.000351415223031192,"-",6957494,"USD"
"VLTO","VERALTO CORP","92338C103","BPGMZQ5",0.000351305433845094,"-",3006127,"USD"
"ULTA","ULTA BEAUTY INC","90384S303","B28TS42",0.000349508883527118,"-",527298,"USD"
"SYF","SYNCHRONY FINANCIAL","87165B103","BP96PS6",0.000343749941674495,"-",3990818,"USD"
"FE","FIRSTENERGY CORP","337932107","2100920",0.000342462413946612,"-",6436813,"USD"
"CHD","CHURCH + DWIGHT CO INC","171340102","2195841",0.000342003295532018,"-",2922275,"USD"
"VRSK","VERISK ANALYTICS INC","92345Y106","B4P9W92",0.000339108853353057,"-",1619430,"USD"
"TROW","T ROWE PRICE GROUP INC","74144T108","2702337",0.000337571804747678,"-",2648509,"USD"
"PHM","PULTEGROUP INC","745867101","2708841",0.00033438791835082,"-",2311063,"USD"
"RDDT","REDDIT INC CL A","75734B100","BMVNLY2",0.00033364933655343,"-",1801148,"USD"
"PFG","PRINCIPAL FINANCIAL GROUP","74251V102","2803014",0.000333609413213031,"-",2402647,"USD"
"CASY","CASEY S GENERAL STORES INC","147528103","2179414",0.000333100390622938,"-",457538,"USD"
"IFF","INTL FLAVORS + FRAGRANCES","459506101","2464165",0.000330485411826773,"-",3163482,"USD"
"TPR","TAPESTRY INC","876030107","BF09HX3",0.000329317654120088,"-",2444919,"USD"
"DLTR","DOLLAR TREE INC","256746108","2272476",0.000326822445345122,"-",2369542,"USD"
"PKG","PACKAGING CORP OF AMERICA","695156109","2504566",0.000321472717731594,"-",1094486,"USD"
"NRG","NRG ENERGY INC","629377508","2212922",0.000320145266663311,"-",2607807,"USD"
"INCY","INCYTE CORP","45337C102","2471950",0.000318897662275828,"-",2099156,"USD"
"OMC","OMNICOM GROUP","681919106","2279303",0.00031128228509463,"-",3383098,"USD"
"FSLR","FIRST SOLAR INC","336433107","B1HMF22",0.000310593607472739,"-",1327412,"USD"
"EIX","EDISON INTERNATIONAL","281020107","2829515",0.000310274220749544,"-",4757248,"USD"
"STE","STERIS PLC","G8473T100","BFY8C75",0.000310214335738944,"-",1212097,"USD"
"DOW","DOW INC","260557103","BHXCF84",0.000310124508223046,"-",8880953,"USD"
"KHC","KRAFT HEINZ CO/THE","500754106","BYRY499",0.000309495715611754,"-",10673413,"USD"
"LUV","SOUTHWEST AIRLINES CO","844741108","2831543",0.000302219686823951,"-",6041707,"USD"
"EXE","EXPAND ENERGY CORP","165167735","BMZ5LZ5",0.000300972082436468,"-",2836934,"USD"
"CMS","CMS ENERGY CORP","125896100","2219224",0.000297588579337613,"-",3866292,"USD"
"AMCR","AMCOR PLC","G0250X149","BV7DQ55",0.000296141358248133,"-",5676727,"USD"
"TPL","TEXAS PACIFIC LAND CORP","88262P102","BM99VY2",0.000295861894865337,"-",722994,"USD"
"VTRS","VIATRIS INC","92556V106","BMWS3X9",0.000295522546471941,"-",14162550,"USD"
"SNA","SNAP ON INC","833034101","2818740",0.000289044984492128,"-",640509,"USD"
"GIS","GENERAL MILLS INC","370334104","2367026",0.000288096805157641,"-",6598657,"USD"
"FICO","FAIR ISAAC CORP","303250104","2330299",0.00028513249713298,"-",265952,"USD"
"IP","INTERNATIONAL PAPER CO","460146103","2465254",0.000284264164479292,"-",6532850,"USD"
"NI","NISOURCE INC","65473P105","2645409",0.000282787000884512,"-",5911176,"USD"
"GPN","GLOBAL PAYMENTS INC","37940X102","2712013",0.000280571255492341,"-",2740422,"USD"
"BR","BROADRIDGE FINANCIAL SOLUTIO","11133T103","B1VP7R6",0.000280112137077748,"-",1406012,"USD"
"KEY","KEYCORP","493267108","2490911",0.000275910205500704,"-",11184058,"USD"
"CF","CF INDUSTRIES HOLDINGS INC","125269100","B0G4K50",0.000274343214390025,"-",1865740,"USD"
"EFX","EQUIFAX INC","294429105","2319146",0.000274253386874126,"-",1448667,"USD"
"CDW","CDW CORP/DE","12514G108","BBM5MD6",0.000272716338268747,"-",1530840,"USD"
"SBAC","SBA COMMUNICATIONS CORP","78410G104","BZ6TS23",0.00027248677906145,"-",1310961,"USD"
"EVRG","EVERGY INC","30034W106","BFMXGR0",0.00027247679822635,"-",2850652,"USD"
"FIS","FIDELITY NATIONAL INFO SERV","31620M106","2769796",0.000270051455297082,"-",6390630,"USD"
"BBY","BEST BUY CO INC","086516101","2094670",0.000269193103478494,"-",2432384,"USD"
"DD","DUPONT DE NEMOURS INC","26614N201","BW60F13",0.000267456438171117,"-",1676574,"USD"
"GPC","GENUINE PARTS CO","372460105","2367480",0.000267107108942622,"-",1701951,"USD"
"BRO","BROWN + BROWN INC","115236101","2692687",0.000266817664724726,"-",3547956,"USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CL A","989207105","2989356",0.000266198852948534,"-",588643,"USD"
"CHRW","C.H. ROBINSON WORLDWIDE INC","12541W209","2116228",0.000265829562049839,"-",1457195,"USD"
"ESS","ESSEX PROPERTY TRUST INC","297178105","2316619",0.000264731670188854,"-",794229,"USD"
"BG","BUNGE GLOBAL SA","H11356104","BQ6BPG9",0.000263933203380864,"-",1942446,"USD"
"JBHT","HUNT (JB) TRANSPRT SVCS INC","445658107","2445416",0.000263274468264273,"-",920602,"USD"
"STZ","CONSTELLATION BRANDS INC A","21036P108","2170473",0.000263254506594073,"-",1852854,"USD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","98956P102","2783815",0.00026048981527141,"-",2351664,"USD"
"L","LOEWS CORP","540424108","2523022",0.000259581559277323,"-",2027502,"USD"
"AKAM","AKAMAI TECHNOLOGIES INC","00971T101","2507457",0.000259371961740225,"-",1796716,"USD"
"FTV","FORTIVE CORP","34959J108","BYT3MK1",0.000258413801570638,"-",3768512,"USD"
"NDSN","NORDSON CORP","655663102","2641838",0.00025682684878976,"-",655560,"USD"
"IEX","IDEX CORP","45167R104","2456612",0.000256208037013568,"-",915251,"USD"
"TSCO","TRACTOR SUPPLY COMPANY","892356106","2900335",0.000255140087657882,"-",6482675,"USD"
"J","JACOBS SOLUTIONS INC","46982L108","BNGC0D3",0.000251057926102037,"-",1459606,"USD"
"LNT","ALLIANT ENERGY CORP","018802108","2973821",0.000246546588636897,"-",3176000,"USD"
"RVTY","REVVITY INC","714046109","2305844",0.0002388713264451,"-",1379069,"USD"
"LDOS","LEIDOS HOLDINGS INC","525327102","BDV82B8",0.000236396079340333,"-",1555436,"USD"
"BALL","BALL CORP","058498106","2073022",0.000235946941760839,"-",3291072,"USD"
"LEN","LENNAR CORP A","526057104","2511920",0.000235318149149548,"-",2368366,"USD"
"LYB","LYONDELLBASELL INDU CL A","N53745100","B3SPXZ3",0.000234180333948163,"-",3203752,"USD"
"NVR","NVR INC","62944T105","2637785",0.000233022557076578,"-",30630,"USD"
"APA","APA CORP","03743Q108","BNNF1C1",0.000232683208683183,"-",4368572,"USD"
"WRB","WR BERKLEY CORP","084423102","2093644",0.000230307769929415,"-",2792271,"USD"
"WY","WEYERHAEUSER CO","962166104","2958936",0.000228331564579641,"-",8849164,"USD"
"HST","HOST HOTELS + RESORTS INC","44107P104","2567503",0.000228072062867045,"-",8447725,"USD"
"PTC","PTC INC","69370C100","B95N910",0.000226994132676259,"-",1326487,"USD"
"KIM","KIMCO REALTY CORP","49446R109","2491594",0.000225696624113277,"-",8337461,"USD"
"TSN","TYSON FOODS INC CL A","902494103","2909730",0.000218370691149975,"-",3488340,"USD"
"INVH","INVITATION HOMES INC","46187W107","BD81GW9",0.000215106958072318,"-",6627328,"USD"
"FDXF","FEDEX FREIGHT HOLDING CO","314352105","BVSVT37",0.000214308491264329,"-",1474829,"USD"
"DOC","HEALTHPEAK PROPERTIES INC","42250P103","BJBLRK3",0.000213609832807338,"-",8557416,"USD"
"GEN","GEN DIGITAL INC","668771108","BJN4XN5",0.000212362228419855,"-",6642336,"USD"
"TRMB","TRIMBLE INC","896239100","2903958",0.000208399836885208,"-",2882303,"USD"
"SWKS","SKYWORKS SOLUTIONS INC","83088M102","2961053",0.000207272002518923,"-",1859547,"USD"
"MAA","MID AMERICA APARTMENT COMM","59522J103","2589132",0.000206523439886433,"-",1438596,"USD"
"SWK","STANLEY BLACK + DECKER INC","854502101","B3Q2FJ4",0.000206273919008937,"-",1844299,"USD"
"IVZ","INVESCO LTD","G491BT108","B28XP76",0.000205754915583744,"-",5491674,"USD"
"ALB","ALBEMARLE CORP","012653101","2046853",0.000201393290645102,"-",1456159,"USD"
"CRL","CHARLES RIVER LABORATORIES","159864107","2604336",0.000201343386469603,"-",595634,"USD"
"TXT","TEXTRON INC","883203101","2885937",0.000200734555528511,"-",2144157,"USD"
"MAS","MASCO CORP","574599106","2570200",0.00020008580124702,"-",2408445,"USD"
"EG","EVEREST GROUP LTD","G3223R108","2556868",0.000199676587007925,"-",439950,"USD"
"AIZ","ASSURANT INC","04621X108","2331430",0.000199466989470828,"-",612992,"USD"
"AVY","AVERY DENNISON CORP","053611109","2066408",0.000198967947715835,"-",945467,"USD"
"GL","GLOBE LIFE INC","37959E102","BK6YKG1",0.000197321109924357,"-",959366,"USD"
"ALLE","ALLEGION PLC","G0176J109","BFRT3W7",0.000197221301573358,"-",1050078,"USD"
"SJM","JM SMUCKER CO/THE","832696405","2951452",0.000196782144828964,"-",1318935,"USD"
"CHTR","CHARTER COMMUNICATIONS INC A","16119P108","BZ6VT82",0.000195963716350775,"-",1378753,"USD"
"ECHO","ECHOSTAR CORP A","278768106","B2NC471",0.000192929542480416,"-",1707115,"USD"
"FOXA","FOX CORP   CLASS A","35137L105","BJJMGL2",0.000192300749869124,"-",2466723,"USD"
"SOLV","SOLVENTUM CORP","83444M101","BMTQB43",0.000192190960683025,"-",1784357,"USD"
"RL","RALPH LAUREN CORP","751212101","B4V9661",0.000191272723853838,"-",465011,"USD"
"TYL","TYLER TECHNOLOGIES INC","902252105","2909644",0.00019033452535445,"-",469602,"USD"
"MKC","MCCORMICK + CO NON VTG SHRS","579780206","2550161",0.000188478090025875,"-",3149962,"USD"
"BAX","BAXTER INTERNATIONAL INC","071813109","2085102",0.00018366732750774,"-",6415045,"USD"
"HAS","HASBRO INC","418056107","2414580",0.000183437768300443,"-",1739493,"USD"
"GDDY","GODADDY INC   CLASS A","380237107","BWFRFC6",0.000183427787465343,"-",1561486,"USD"
"REG","REGENCY CENTERS CORP","758849103","2726177",0.00018068305781288,"-",2038241,"USD"
"LII","LENNOX INTERNATIONAL INC","526107107","2442053",0.000177539094756422,"-",391198,"USD"
"GNRC","GENERAC HOLDINGS INC","368736104","B6197Q2",0.000175293406858952,"-",721179,"USD"
"CSGP","COSTAR GROUP INC","22160N109","2262864",0.000173886109109871,"-",5048141,"USD"
"TECH","BIO TECHNE CORP","09073M104","BSHZ3Q0",0.000171350976994505,"-",1938540,"USD"
"TKO","TKO GROUP HOLDINGS INC","87256C101","BQBBFD1",0.000168516419826143,"-",731232,"USD"
"PNW","PINNACLE WEST CAPITAL","723484101","2048804",0.000168207013938047,"-",1499269,"USD"
"IT","GARTNER INC","366651107","2372763",0.000167538297986356,"-",769973,"USD"
"COO","COOPER COS INC/THE","216648501","BQPDXR3",0.000164833491674292,"-",2411985,"USD"
"LULU","LULULEMON ATHLETICA INC","550021109","B23FN39",0.000161360161059538,"-",1294364,"USD"
"HII","HUNTINGTON INGALLS INDUSTRIE","446413106","B40SSC9",0.000159503725730963,"-",485029,"USD"
"AES","AES CORP","00130H105","2002479",0.000159164377337568,"-",8817128,"USD"
"DECK","DECKERS OUTDOOR CORP","243537107","2267278",0.00015898472230577,"-",1659726,"USD"
"JKHY","JACK HENRY + ASSOCIATES INC","426281101","2469193",0.000158795086438873,"-",878316,"USD"
"NWSA","NEWS CORP   CLASS A","65249B109","BBGVT40",0.00015455323152143,"-",4509272,"USD"
"CLX","CLOROX COMPANY","189054109","2204026",0.00015378470721874,"-",1503105,"USD"
"LVS","LAS VEGAS SANDS CORP","517834107","B02T2J7",0.000150750533348381,"-",3156041,"USD"
"UDR","UDR INC","902653104","2727910",0.000150491031635784,"-",3654134,"USD"
"BXP","BXP INC","101121101","2019479",0.000149622698982096,"-",1968508,"USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","303075105","2329770",0.000149472986455598,"-",438868,"USD"
"CPT","CAMDEN PROPERTY TRUST","133131102","2166320",0.000147945918685318,"-",1242631,"USD"
"DPZ","DOMINO S PIZZA INC","25754A201","B01SD70",0.000147347068579326,"-",407816,"USD"
"ALGN","ALIGN TECHNOLOGY INC","016255101","2679204",0.00014705762436143,"-",814283,"USD"
"APTV","APTIV PLC","G3265R107","BTDN8H1",0.000144123258842069,"-",2617793,"USD"
"ROL","ROLLINS INC","775711104","2747305",0.000143873737964573,"-",3633180,"USD"
"BEN","FRANKLIN TEMPLETON INC","354613101","2350684",0.000142965481970485,"-",3585919,"USD"
"PODD","INSULET CORP","45784P101","B1XGNW4",0.000142466440215492,"-",856338,"USD"
"UHS","UNIVERSAL HEALTH SERVICES B","913903100","2923785",0.000140929391610112,"-",637432,"USD"
"PNR","PENTAIR PLC","G7S00T104","BLS09M3",0.000134491752970698,"-",1997108,"USD"
"FRT","FEDERAL REALTY INVS TRUST","313745101","BN7P9B2",0.000130050281351258,"-",975420,"USD"
"HSIC","HENRY SCHEIN INC","806407102","2416962",0.000124021856950939,"-",1196412,"USD"
"ARE","ALEXANDRIA REAL ESTATE EQUIT","015271109","2009210",0.000122145459952164,"-",1932329,"USD"
"MOS","MOSAIC CO/THE","61945C103","B3NPHP6",0.000117574237476425,"-",3958166,"USD"
"FOX","FOX CORP   CLASS B","35137L204","BJJMGY5",0.000115029124525959,"-",1656821,"USD"
"MGM","MGM RESORTS INTERNATIONAL","552953101","2547419",0.000100187622732458,"-",2171661,"USD"
"NCLH","NORWEGIAN CRUISE LINE HOLDIN","G66721104","B9CGTC3",9.87703441482769e-05,"-",5714925,"USD"
"AOS","SMITH (A.O.) CORP","831865209","2816023",9.7343084728996e-05,"-",1383244,"USD"
"DVA","DAVITA INC","23918K108","2898087",9.31511339870521e-05,"-",417309,"USD"
"HRL","HORMEL FOODS CORP","440452100","2437264",8.7561866331127e-05,"-",3606253,"USD"
"WYNN","WYNN RESORTS LTD","983134107","2963811",8.75319238258274e-05,"-",881695,"USD"
"ERIE","ERIE INDEMNITY COMPANY CL A","29530P102","2311711",8.64140702946424e-05,"-",314030,"USD"
"PSKY","PARAMOUNT SKYDANCE CL B","69932A204","BSNMNQ5",8.16132886116067e-05,"-",6722649,"USD"
"BF-B","BROWN FORMAN CORP CLASS B","115637209","2146838",6.99756348851626e-05,"-",2183811,"USD"
"NWS","NEWS CORP   CLASS B","65249B208","BBGVT51",5.73498784838317e-05,"-",1507212,"USD"
"2602335D","TPG INC","436CVR021","-",2.99425052995989e-08,"-",2578626,"USD"
